number,formid,form.section_1_farmer_identification.community,form.section_1_farmer_identification.first_name,form.section_1_farmer_identification.last_name,form.section_1_farmer_identification.gender,form.section_1_farmer_identification.date_of_birth,form.section_1_farmer_identification.national_id,form.section_1_farmer_identification.phone_number,form.section_1_farmer_identification.farmer_photograph,form.section_2_household_information.household_size,form.section_2_household_information.primary_occupation,form.section_2_household_information.farming_experience_years,form.section_3_farm_information.farm_ownership,form.section_3_farm_information.number_of_farm_plots,form.section_3_farm_information.primary_or_main_irrigation_source.choice,form.section_3_farm_information.primary_or_main_irrigation_source.specify_other,form.section_4_crops_cultivated.crops_cultivated_and_areas_hectares.choice,form.section_4_crops_cultivated.crops_cultivated_and_areas_hectares.area_under_groundnuts_hectares,form.section_4_crops_cultivated.crops_cultivated_and_areas_hectares.area_under_maize_hectares,form.section_4_crops_cultivated.crops_cultivated_and_areas_hectares.area_under_rice_hectares,form.section_5_livestock.livestock_and_number_kept_integer.choice,form.section_5_livestock.livestock_and_number_kept_integer.number_of_goats,form.section_5_livestock.livestock_and_number_kept_integer.number_of_rabbits,form.section_6_farm_location.farm_gps_location,form.section_7_consent.farmer_accepts_or_decline_to_participate_in_the_programme.choice,form.case.@case_id,completed_time,started_time,username,received_on,form_link,hq_user
268,8f59515b-8a2c-46dc-a84e-9786de7b56dc,community_03,Amina,Haruna,male,1967-08-11,,08095167098,https://www.commcarehq.org/photos/farmer_268.jpg,8,crop_farming,37,family_land,2,borehole,---,maize,---,4.3,---,---,---,---,10.4715206 7.5596886 0.0 20.0,yes,3115cbf2-b382-43ee-8eeb-776bc57e0010,2026-05-15 00:03:00,2026-05-15,tester,2026-05-15 00:03:13,https://www.commcarehq.org/form/8f59515b-8a2c-46dc-a84e-9786de7b56dc,tester
269,90ec165b-cec3-44ae-aca1-2557ae8f1f55,community_07,Daniel,Michael,male,1982-02-04,81208482577,08078175731,https://www.commcarehq.org/photos/farmer_269.jpg,3,crop_farming,5,owned,2,borehole,---,maize rice,---,0.9,1.5,---,---,---,10.5301882 7.2493743 0.0 20.0,yes,76429c56-c0d8-48b1-8c09-5c9d1fa44e79,2026-01-02 00:05:00,2026-01-02,tester,2026-01-02 00:05:16,https://www.commcarehq.org/form/90ec165b-cec3-44ae-aca1-2557ae8f1f55,tester
270,03c31670-fcad-4da0-805b-cda9255da94f,community_05,Amina,Musa,male,1991-10-26,,08071029150,https://www.commcarehq.org/photos/farmer_270.jpg,2,mixed_farming,13,owned,1,irrigation_scheme,---,maize groundnuts rice,2.2,2.4,2.5,rabbits,---,10,10.3665249 7.2798093 0.0 20.0,yes,e4a513dd-b96c-4892-a365-948bf8a4ca40,2026-03-18 00:06:00,2026-03-18,tester,2026-03-18 00:06:19,https://www.commcarehq.org/form/03c31670-fcad-4da0-805b-cda9255da94f,tester
271,3edee3c5-00d9-44ce-90a2-773c9a72b372,community_04,Joseph,Abdullahi,female,1993-10-13,80064920161,08097444405,https://www.commcarehq.org/photos/farmer_271.jpg,1,crop_farming,4,owned,6,irrigation_scheme,---,groundnuts maize,0.8,4.5,---,---,---,---,10.4072033 7.5356792 0.0 20.0,yes,8e16b148-44c8-44a5-b284-48c21977081d,2026-03-11 00:08:00,2026-03-11,tester,2026-03-11 00:08:08,https://www.commcarehq.org/form/3edee3c5-00d9-44ce-90a2-773c9a72b372,tester
272,10a82c0f-f7ec-4c14-b6b9-1b7d99627c05,community_02,Mary,Haruna,male,1981-06-11,17374250039,08075591861,https://www.commcarehq.org/photos/farmer_272.jpg,8,crop_farming,16,family_land,4,rain-fed,---,rice,---,---,0.8,goats rabbits,17,34,10.3775263 7.2222613 0.0 20.0,yes,6bd541d4-0604-4a24-b305-6695c57831b5,2026-04-14 00:05:00,2026-04-14,tester,2026-04-14 00:05:10,https://www.commcarehq.org/form/10a82c0f-f7ec-4c14-b6b9-1b7d99627c05,tester
273,32be0957-9809-4956-848f-ae1dd8fc81c1,community_06,Joy,Tanko,male,1968-08-13,29036814176,08061861754,https://www.commcarehq.org/photos/farmer_273.jpg,5,mixed_farming,24,family_land,2,borehole,---,maize rice,---,1.4,1.5,goats rabbits,14,21,10.2136334 7.4601689 0.0 20.0,yes,a103bdf4-ee19-4dc7-bd1e-f054eea292f7,2026-04-24 00:02:00,2026-04-24,tester,2026-04-24 00:02:16,https://www.commcarehq.org/form/32be0957-9809-4956-848f-ae1dd8fc81c1,tester
274,1cdf49e4-077b-4529-912e-7e6185642d3f,community_07,Samuel,Michael,female,1994-01-07,82417538760,08029551165,https://www.commcarehq.org/photos/farmer_274.jpg,6,crop_farming,13,family_land,6,rain-fed,---,rice groundnuts,1.9,---,3.7,---,---,---,10.2517688 7.3296306 0.0 20.0,yes,a508f298-bfeb-4e7a-b232-4099dd42406a,2026-03-31 00:06:00,2026-03-31,tester,2026-03-31 00:06:17,https://www.commcarehq.org/form/1cdf49e4-077b-4529-912e-7e6185642d3f,tester
275,a983339b-7188-4d90-b860-ef9e6db0162b,community_01,Amina,Tanko,female,1994-10-27,,08047987281,https://www.commcarehq.org/photos/farmer_275.jpg,6,crop_farming,10,owned,1,rain-fed,---,rice groundnuts,2.8,---,1.6,---,---,---,10.5955483 7.4295119 0.0 20.0,yes,363405b0-8ac5-40c0-9e43-b88605bdd1f5,2026-03-06 00:05:00,2026-03-06,tester,2026-03-06 00:05:19,https://www.commcarehq.org/form/a983339b-7188-4d90-b860-ef9e6db0162b,tester
276,deabe011-b801-464c-a654-23211e23be26,community_05,Peter,Daniel,female,1988-04-03,96003469046,08090010758,https://www.commcarehq.org/photos/farmer_276.jpg,5,livestock_farming,17,owned,1,rain-fed,---,maize groundnuts,2.5,3.1,---,---,---,---,10.427661 7.250877 0.0 20.0,yes,4ab3d47f-dfb1-457b-b299-92dd9e7dbae4,2026-01-26 00:02:00,2026-01-26,tester,2026-01-26 00:02:20,https://www.commcarehq.org/form/deabe011-b801-464c-a654-23211e23be26,tester
277,be0676a9-3443-4b65-bab5-6d1ce086d0c7,community_02,Hauwa,Sani,male,1992-03-03,20127125726,08081252563,https://www.commcarehq.org/photos/farmer_277.jpg,1,livestock_farming,9,family_land,1,rain-fed,---,groundnuts rice,1.0,---,3.4,goats,23,---,10.2249314 7.397422 0.0 20.0,yes,dbf97dd4-8917-4558-bbc9-0dff508152bf,2026-05-25 00:06:00,2026-05-25,tester,2026-05-25 00:06:06,https://www.commcarehq.org/form/be0676a9-3443-4b65-bab5-6d1ce086d0c7,tester
278,9e6680ec-51a4-42a1-a787-b34696dcbd8d,community_03,Fatima,Usman,female,1984-10-02,44915784501,08071423478,https://www.commcarehq.org/photos/farmer_278.jpg,10,mixed_farming,13,family_land,5,rain-fed,---,rice groundnuts,1.6,---,2.0,goats rabbits,16,25,10.3407156 7.3372503 0.0 20.0,yes,4b93231e-c376-4e40-8c45-b5d9ce3db8aa,2026-03-02 00:03:00,2026-03-02,tester,2026-03-02 00:03:07,https://www.commcarehq.org/form/9e6680ec-51a4-42a1-a787-b34696dcbd8d,tester
279,0bb9f80b-0f15-4145-847b-e8792a9ad5fa,community_04,Peter,Usman,female,1967-09-29,13443563465,08082004236,https://www.commcarehq.org/photos/farmer_279.jpg,4,crop_farming,8,family_land,1,rain-fed,---,rice maize,---,5.9,3.5,goats,11,---,10.5120834 7.3170734 0.0 20.0,yes,e71e5402-f979-47df-92af-cb7ef4e61169,2026-05-15 00:04:00,2026-05-15,tester,2026-05-15 00:04:15,https://www.commcarehq.org/form/0bb9f80b-0f15-4145-847b-e8792a9ad5fa,tester
280,5e20d03c-ae13-4d88-a114-e0fa589d8a4e,community_05,Esther,JAMES,male,1951-02-27,31097090725,08085351770,https://www.commcarehq.org/photos/farmer_280.jpg,4,crop_farming,8,owned,1,rain-fed,---,groundnuts rice,1.2,---,2.6,---,---,---,10.3538653 7.2177662 0.0 20.0,yes,ce6db8f0-6f3e-4027-b242-9ca126f648ca,2026-02-17 00:07:00,2026-02-17,tester,2026-02-17 00:07:18,https://www.commcarehq.org/form/5e20d03c-ae13-4d88-a114-e0fa589d8a4e,tester
281,2ed150a5-be70-4dda-9d09-9f48f83b1526,community_04,Ahmed,Ahmed,male,1975-09-06,,08038272076,https://www.commcarehq.org/photos/farmer_281.jpg,6,mixed_farming,7,owned,3,rain-fed,---,maize rice groundnuts,0.9,2.8,3.1,rabbits,---,2,10.3122801 7.4730395 0.0 20.0,yes,5bd0ed84-d721-45a8-be95-aaf5749f7104,2026-03-05 00:08:00,2026-03-05,tester,2026-03-05 00:08:14,https://www.commcarehq.org/form/2ed150a5-be70-4dda-9d09-9f48f83b1526,tester
282,4d312980-f05e-4679-b046-a97938872abb,community_02,Joseph,Musa,female,1991-08-10,,08061532144,https://www.commcarehq.org/photos/farmer_282.jpg,2,mixed_farming,7,owned,3,rain-fed,---,rice maize groundnuts,1.6,2.0,3.3,goats rabbits,17,13,10.2587607 7.4471797 0.0 20.0,yes,caed2902-f822-495b-9a73-04e968cd33ab,2026-01-30 00:07:00,2026-01-30,tester,2026-01-30 00:07:06,https://www.commcarehq.org/form/4d312980-f05e-4679-b046-a97938872abb,tester
283,1024b775-66f5-47e2-a7f2-7a7e4fe6ee09,community_02,Esther,Tanko,male,1988-03-16,11105718202,08068376304,https://www.commcarehq.org/photos/farmer_283.jpg,1,crop_farming,14,owned,2,rain-fed,---,rice maize,---,2.5,1.9,---,---,---,10.5894005 7.4487665 0.0 20.0,yes,e0d34d54-9a46-49b8-891a-9811f27da16b,2026-01-12 00:04:00,2026-01-12,tester,2026-01-12 00:04:09,https://www.commcarehq.org/form/1024b775-66f5-47e2-a7f2-7a7e4fe6ee09,tester
284,d6769c96-af28-4b62-a71b-411a4d17f502,community_07,Amina,James,female,1967-10-29,,08079356176,https://www.commcarehq.org/photos/farmer_284.jpg,3,mixed_farming,37,family_land,3,borehole,---,groundnuts maize rice,1.3,1.7,2.5,---,---,---,10.5196024 7.5909899 0.0 20.0,yes,de4411c1-80da-413f-b4d4-ae0dce4b0633,2026-03-22 00:07:00,2026-03-22,tester,2026-03-22 00:07:08,https://www.commcarehq.org/form/d6769c96-af28-4b62-a71b-411a4d17f502,tester
285,31d98322-9851-4119-bec5-1d0c162ac5cc,community_05,Samuel,Balogun,female,1995-01-10,97455399654,08042728992,https://www.commcarehq.org/photos/farmer_285.jpg,6,mixed_farming,13,owned,5,rain-fed,---,rice,---,---,2.2,rabbits,---,13,10.5505623 7.2062049 0.0 20.0,yes,f7ae1a5a-ef7f-4b93-9221-41b0aae94675,2026-03-09 00:08:00,2026-03-09,tester,2026-03-09 00:08:20,https://www.commcarehq.org/form/31d98322-9851-4119-bec5-1d0c162ac5cc,tester
286,a5f12a91-68e1-4aa1-886a-7c6e6e1516a6,community_05,Sarah,Tanko,male,1994-06-02,82442697940,08099345718,https://www.commcarehq.org/photos/farmer_286.jpg,5,livestock_farming,1,owned,2,irrigation_scheme,---,maize rice groundnuts,2.4,4.7,3.1,---,---,---,10.5280424 7.4037496 0.0 20.0,yes,5228cfe9-c232-4583-b83e-275f88c5647b,2026-01-02 00:06:00,2026-01-02,tester,2026-01-02 00:06:16,https://www.commcarehq.org/form/a5f12a91-68e1-4aa1-886a-7c6e6e1516a6,tester
287,ca554808-189d-4856-ba06-d16623d12e9b,community_05,Samuel,David,male,1996-09-10,26204938773,08024055592,https://www.commcarehq.org/photos/farmer_287.jpg,6,crop_farming,12,leased,3,rain-fed,---,rice maize groundnuts,1.4,1.5,1.5,---,---,---,10.2677283 7.575682 0.0 20.0,yes,e5992d22-c3c4-44ec-afe3-46de8d955789,2026-06-05 00:08:00,2026-06-05,tester,2026-06-05 00:08:08,https://www.commcarehq.org/form/ca554808-189d-4856-ba06-d16623d12e9b,tester
288,34e11947-6c95-4c2f-80e0-6c7bc2cfeb86,community_07,Ahmed,Mohammed,male,1988-04-15,18171352692,08095708029,https://www.commcarehq.org/photos/farmer_288.jpg,7,crop_farming,15,owned,1,irrigation_scheme,---,maize,---,5.8,---,rabbits,---,10,10.5972309 7.4926535 0.0 20.0,yes,2d25aa1b-c129-4148-bbbb-15c72c55a97d,2026-04-01 00:08:00,2026-04-01,tester,2026-04-01 00:08:07,https://www.commcarehq.org/form/34e11947-6c95-4c2f-80e0-6c7bc2cfeb86,tester
289,9256cc65-7f7f-4c34-88fe-ddd393d567b5,community_05,Peter,Balogun,male,2003-02-16,81878518578,08060680175,https://www.commcarehq.org/photos/farmer_289.jpg,4,livestock_farming,1,leased,4,rain-fed,---,rice,---,---,1.2,---,---,---,10.2748419 7.3986906 0.0 20.0,yes,451608b1-3e4c-4524-baf8-778762a185b0,2026-06-12 00:02:00,2026-06-12,tester,2026-06-12 00:02:11,https://www.commcarehq.org/form/9256cc65-7f7f-4c34-88fe-ddd393d567b5,tester
290,b04200e1-7295-4fd8-a8fb-35f0866ab4f6,community_01,Fatima,Ibrahim,male,1994-06-20,92734272063,08035646132,https://www.commcarehq.org/photos/farmer_290.jpg,5,mixed_farming,10,owned,2,rain-fed,---,maize rice,---,2.5,2.8,goats,16,---,10.4642451 7.3390314 0.0 20.0,yes,fa30da26-9711-404f-adf2-3d609329e919,2026-02-02 00:08:00,2026-02-02,tester,2026-02-02 00:08:20,https://www.commcarehq.org/form/b04200e1-7295-4fd8-a8fb-35f0866ab4f6,tester
291,32592a69-160c-4ae1-8a5a-3062652992af,community_06,Deborah,Ibrahim,female,1986-02-13,16051633920,08053648420,https://www.commcarehq.org/photos/farmer_291.jpg,6,mixed_farming,10,owned,1,rain-fed,---,rice,---,---,0.9,---,---,---,10.2516861 7.4159069 0.0 20.0,yes,512c7175-6209-458a-9852-80856476a50c,2026-01-06 00:08:00,2026-01-06,tester,2026-01-06 00:08:17,https://www.commcarehq.org/form/32592a69-160c-4ae1-8a5a-3062652992af,tester
292,13a5e0b3-59b9-4a99-84e1-f51b361dc547,community_01,Yusuf,Johnson,female,1968-06-13,,08053115828,https://www.commcarehq.org/photos/farmer_292.jpg,5,mixed_farming,1,owned,1,rain-fed,---,maize rice groundnuts,0.9,2.3,1.3,---,---,---,10.3089833 7.2494571 0.0 20.0,yes,02c25676-42fa-4c38-a00c-d60d8fda454e,2026-06-17 00:05:00,2026-06-17,tester,2026-06-17 00:05:09,https://www.commcarehq.org/form/13a5e0b3-59b9-4a99-84e1-f51b361dc547,tester
293,afa061d0-1667-4bf6-952b-4875db9d0fa6,community_06,Naomi,Mohammed,female,1999-07-13,,08040861771,https://www.commcarehq.org/photos/farmer_293.jpg,7,crop_farming,1,owned,2,rain-fed,---,rice maize groundnuts,1.2,1.1,3.9,---,---,---,10.5630663 7.4132816 0.0 20.0,yes,fc1848ed-dab1-47db-a2de-d5bdd31db7cb,2026-01-05 00:05:00,2026-01-05,tester,2026-01-05 00:05:17,https://www.commcarehq.org/form/afa061d0-1667-4bf6-952b-4875db9d0fa6,tester
294,ba25105f-dc9d-4ab3-a059-58267fc64972,community_07,Emmanuel,Sani,female,1987-06-29,71126470839,08035638901,https://www.commcarehq.org/photos/farmer_294.jpg,12,mixed_farming,16,owned,3,rain-fed,---,maize rice,---,2.4,1.7,goats,12,---,10.439492 7.5485712 0.0 20.0,yes,bc68b795-5f52-4065-9cae-2ee8a033a7cb,2026-02-23 00:08:00,2026-02-23,tester,2026-02-23 00:08:20,https://www.commcarehq.org/form/ba25105f-dc9d-4ab3-a059-58267fc64972,tester
295,a9875557-0eeb-437d-bef3-64ea7210f0fe,community_04,Ibrahim,Ojo,male,1978-10-23,21738443338,08094010511,https://www.commcarehq.org/photos/farmer_295.jpg,2,mixed_farming,17,owned,3,rain-fed,---,maize,---,1.2,---,---,---,---,10.5520905 7.3084431 0.0 20.0,yes,8453b2c3-68a4-4b1d-88c1-47c0fe0d592a,2026-04-06 00:06:00,2026-04-06,tester,2026-04-06 00:06:10,https://www.commcarehq.org/form/a9875557-0eeb-437d-bef3-64ea7210f0fe,tester
296,3bf5d7db-47a9-4265-9089-6abac335cc6c,community_01,Esther,Adeyemi,male,1980-10-20,72157239307,08023799174,https://www.commcarehq.org/photos/farmer_296.jpg,5,crop_farming,1,owned,4,rain-fed,---,groundnuts rice,2.1,---,2.6,goats,22,---,10.2904118 7.4515287 0.0 20.0,yes,ebeb875a-7e78-47fd-a23f-f7a21581ae86,2026-03-12 00:04:00,2026-03-12,tester,2026-03-12 00:04:18,https://www.commcarehq.org/form/3bf5d7db-47a9-4265-9089-6abac335cc6c,tester
297,b1c5585b-8ffe-467b-bbb9-718b9954cd86,community_04,Musa,Samuel,female,1991-09-26,38601765923,08001722175,https://www.commcarehq.org/photos/farmer_297.jpg,6,mixed_farming,9,leased,3,borehole,---,groundnuts rice,0.5,---,1.3,goats rabbits,21,12,10.3901856 7.2000987 0.0 20.0,yes,3b05a5f2-8653-4637-990e-59fa2a2bb329,2026-01-14 00:03:00,2026-01-14,tester,2026-01-14 00:03:19,https://www.commcarehq.org/form/b1c5585b-8ffe-467b-bbb9-718b9954cd86,tester
298,02cb13ac-af49-44cf-9eeb-e60dc639215e,community_03,Ruth,Johnson,male,1972-10-01,64863567025,08073830621,https://www.commcarehq.org/photos/farmer_298.jpg,8,mixed_farming,36,owned,3,borehole,---,maize rice groundnuts,0.6,2.7,2.1,---,---,---,10.285512 7.4239176 0.0 20.0,yes,5f58ff75-4d57-4e88-9431-158de4ad9416,2026-02-18 00:05:00,2026-02-18,tester,2026-02-18 00:05:16,https://www.commcarehq.org/form/02cb13ac-af49-44cf-9eeb-e60dc639215e,tester
299,5eae7399-ebd5-4f90-abf4-afe006d86a78,community_01,Suleiman,Yusuf,male,1993-07-07,24295590542,+2348099502663,https://www.commcarehq.org/photos/farmer_299.jpg,8,crop_farming,10,family_land,3,other,Spring Water,maize groundnuts,1.7,5.7,---,---,---,---,10.2152774 7.2115348 0.0 20.0,yes,5f8c508b-1374-45d7-a7a3-b3ba57859cde,2026-02-09 00:07:00,2026-02-09,tester,2026-02-09 00:07:10,https://www.commcarehq.org/form/5eae7399-ebd5-4f90-abf4-afe006d86a78,tester
300,2e00a1a7-ae5a-44be-b543-9d46ed53097e,community_06,Sarah,Bello,male,1975-11-29,53217358824,08005916088,https://www.commcarehq.org/photos/farmer_300.jpg,5,livestock_farming,24,owned,3,river_stream,---,groundnuts rice maize,2.6,3.5,3.1,goats rabbits,16,40,10.2794734 7.4021863 0.0 20.0,yes,c6d2977d-35d2-4d1b-a47c-254f25ed0801,2026-01-01 00:04:00,2026-01-01,tester,2026-01-01 00:04:13,https://www.commcarehq.org/form/2e00a1a7-ae5a-44be-b543-9d46ed53097e,tester
301,e388c028-f38e-4b75-9cdd-e4e5e879c657,community_04,Mary,Johnson,male,1974-09-28,,08009103601,https://www.commcarehq.org/photos/farmer_301.jpg,3,crop_farming,16,owned,3,irrigation_scheme,---,rice,---,---,3.1,goats,3,---,10.3148306 7.3115854 0.0 20.0,yes,3e7a74a1-6e64-4431-b50a-b3930a4a32e2,2026-04-16 00:03:00,2026-04-16,tester,2026-04-16 00:03:11,https://www.commcarehq.org/form/e388c028-f38e-4b75-9cdd-e4e5e879c657,tester
302,cafb95f8-9028-4add-856c-40511fb7ccec,community_02,John,Isa,female,1989-02-25,88834782293,08037586195,https://www.commcarehq.org/photos/farmer_302.jpg,4,mixed_farming,12,family_land,3,rain-fed,---,rice maize groundnuts,1.8,1.8,1.3,goats,5,---,10.4524455 7.3900839 0.0 20.0,yes,991f392d-abb9-4f6f-95fd-90a19cd5cb93,2026-03-24 00:04:00,2026-03-24,tester,2026-03-24 00:04:17,https://www.commcarehq.org/form/cafb95f8-9028-4add-856c-40511fb7ccec,tester
303,370a2631-a1b1-447c-ab59-8110402d54d1,community_05,Naomi,Musa,male,2003-07-03,54991912411,08039131574,https://www.commcarehq.org/photos/farmer_303.jpg,7,crop_farming,4,owned,1,rain-fed,---,maize rice,---,2.3,3.9,---,---,---,10.5603462 7.4027843 0.0 20.0,yes,672ca077-fd06-4ba7-822d-d58f274985a9,2026-03-10 00:06:00,2026-03-10,tester,2026-03-10 00:06:17,https://www.commcarehq.org/form/370a2631-a1b1-447c-ab59-8110402d54d1,tester
304,1c480a9b-9cea-464e-85a1-24afde3942c2,community_04,Rebecca,Yakubu,male,1986-07-19,,08019713993,https://www.commcarehq.org/photos/farmer_304.jpg,4,crop_farming,1,family_land,1,rain-fed,---,groundnuts,1.1,---,---,goats,4,---,10.2616552 7.4221393 0.0 20.0,yes,b301adad-175f-4fa8-8c6b-365618eec6a5,2026-01-02 00:05:00,2026-01-02,tester,2026-01-02 00:05:10,https://www.commcarehq.org/form/1c480a9b-9cea-464e-85a1-24afde3942c2,tester
305,5eac2229-ee26-42ca-a7fb-37c44599c599,community_03,Ruth,Sani,female,1978-08-05,26823171034,08033933268,https://www.commcarehq.org/photos/farmer_305.jpg,12,mixed_farming,19,owned,4,rain-fed,---,rice groundnuts,2.0,---,3.1,---,---,---,10.255232 7.2751882 0.0 20.0,yes,690475c8-87e2-4f72-95e1-9838b88e646f,2026-04-22 00:02:00,2026-04-22,tester,2026-04-22 00:02:15,https://www.commcarehq.org/form/5eac2229-ee26-42ca-a7fb-37c44599c599,tester
306,1e81d6b8-796a-482c-ac5f-9de9bdf806b6,community_03,Rebecca,Usman,male,1989-06-23,69936341946,8013518376,https://www.commcarehq.org/photos/farmer_306.jpg,11,crop_farming,17,owned,6,dam_reservoir,---,maize groundnuts,1.3,2.1,---,---,---,---,10.5209674 7.380108 0.0 20.0,yes,aa55fefa-6f42-4bc1-b415-2855b9fd137a,2026-05-02 00:07:00,2026-05-02,tester,2026-05-02 00:07:15,https://www.commcarehq.org/form/1e81d6b8-796a-482c-ac5f-9de9bdf806b6,tester
307,1c582c74-31f7-4ae4-9eba-de9d4b0f5ef5,community_06,Daniel,James,female,1953-08-08,52979551883,08097256844,https://www.commcarehq.org/photos/farmer_307.jpg,2,crop_farming,39,family_land,2,borehole,---,rice,---,---,1.4,goats rabbits,15,22,10.3190733 7.214246 0.0 20.0,yes,9b67ebf5-f3c6-45e1-af9f-6612480da58b,2026-01-10 00:06:00,2026-01-10,tester,2026-01-10 00:06:17,https://www.commcarehq.org/form/1c582c74-31f7-4ae4-9eba-de9d4b0f5ef5,tester
308,52c360aa-164a-4998-9ae1-9df1f85a911a,community_02,Fatima,Sani,male,1968-12-07,,08034699985,https://www.commcarehq.org/photos/farmer_308.jpg,9,crop_farming,6,owned,3,rain-fed,---,groundnuts,2.9,---,---,goats,22,---,10.2317133 7.5649387 0.0 20.0,yes,20aa5b36-4d39-4d13-80c7-bdc2e486b5af,2026-02-19 00:06:00,2026-02-19,tester,2026-02-19 00:06:13,https://www.commcarehq.org/form/52c360aa-164a-4998-9ae1-9df1f85a911a,tester
309,940483bf-45ec-4697-baa9-7391bc5b1e25,community_07,Hauwa,Yakubu,male,1976-01-04,69852423409,08026150312,https://www.commcarehq.org/photos/farmer_309.jpg,12,mixed_farming,18,owned,3,rain-fed,---,groundnuts,1.1,---,---,---,---,---,10.4445545 7.4912656 0.0 20.0,yes,f4e4ed60-186c-45ab-82b1-87a03effe4b6,2026-04-28 00:06:00,2026-04-28,tester,2026-04-28 00:06:18,https://www.commcarehq.org/form/940483bf-45ec-4697-baa9-7391bc5b1e25,tester
310,0025250a-8892-46a7-9703-7864841d6893,community_05,Ibrahim,Sani,male,1966-01-22,29088479934,08047266208,https://www.commcarehq.org/photos/farmer_310.jpg,3,crop_farming,14,family_land,3,rain-fed,---,maize rice,---,0.7,2.7,goats,13,---,10.3661572 7.5059761 0.0 20.0,yes,af6f1e7e-8ce0-488f-b2d1-8cd27a25526d,2026-03-14 00:06:00,2026-03-14,tester,2026-03-14 00:06:20,https://www.commcarehq.org/form/0025250a-8892-46a7-9703-7864841d6893,tester
311,da39d050-0fec-45c3-8472-e6dfe8deffae,community_07,Joseph,Philip,male,1995-05-21,87784575441,08028799532,https://www.commcarehq.org/photos/farmer_311.jpg,7,mixed_farming,11,leased,3,rain-fed,---,rice maize groundnuts,2.6,3.5,2.1,---,---,---,10.5695642 7.2710507 0.0 20.0,yes,bbc1af2c-f667-4f95-a80a-b775f49de93d,2026-05-17 00:08:00,2026-05-17,tester,2026-05-17 00:08:15,https://www.commcarehq.org/form/da39d050-0fec-45c3-8472-e6dfe8deffae,tester
312,90c1203f-a44d-40af-a550-5f2694fe8dc6,community_06,Binta,Isa,female,1998-08-08,67631029021,08010265054,https://www.commcarehq.org/photos/farmer_312.jpg,3,mixed_farming,8,family_land,6,irrigation_scheme,---,maize groundnuts rice,1.6,4.8,1.3,---,---,---,10.2799141 7.25306 0.0 20.0,yes,7540670e-2339-4bf3-9b68-e821d5f1038e,2026-01-08 00:03:00,2026-01-08,tester,2026-01-08 00:03:19,https://www.commcarehq.org/form/90c1203f-a44d-40af-a550-5f2694fe8dc6,tester
313,47dae679-2321-453a-8ad3-f901ec824826,community_03,Ahmed,Eze,male,1993-11-15,40748815843,08049006898,https://www.commcarehq.org/photos/farmer_313.jpg,3,livestock_farming,9,owned,3,rain-fed,---,maize,---,3.4,---,---,---,---,10.3593587 7.5289263 0.0 20.0,yes,cc584196-ed0b-4ac6-87ab-772314e14e39,2026-04-04 00:05:00,2026-04-04,tester,2026-04-04 00:05:19,https://www.commcarehq.org/form/47dae679-2321-453a-8ad3-f901ec824826,tester
314,a41b5af5-0e60-45c8-8b1f-46165cd152cb,community_03,Mary,James,male,1987-05-15,,08036124236,https://www.commcarehq.org/photos/farmer_314.jpg,6,crop_farming,9,owned,3,borehole,---,maize rice groundnuts,2.4,1.4,1.5,goats,13,---,10.4855213 7.3226651 0.0 20.0,yes,16266dbe-a179-4018-a3e3-507b9fbed894,2026-05-26 00:07:00,2026-05-26,tester,2026-05-26 00:07:14,https://www.commcarehq.org/form/a41b5af5-0e60-45c8-8b1f-46165cd152cb,tester
315,706aaf7a-2146-4f9b-bf26-5365443534c9,community_03,Samuel,Adeyemi,male,1974-04-30,65229618497,08022851035,https://www.commcarehq.org/photos/farmer_315.jpg,7,crop_farming,23,family_land,3,rain-fed,---,maize rice,---,4.4,3.5,---,---,---,10.3519489 7.4674979 0.0 20.0,yes,793035bd-bdd6-4bbd-87c1-b10f22fa38e3,2026-02-27 00:04:00,2026-02-27,tester,2026-02-27 00:04:11,https://www.commcarehq.org/form/706aaf7a-2146-4f9b-bf26-5365443534c9,tester
316,49398c99-cc44-4398-8024-112fb5f7e687,community_02,James,Eze,female,1973-01-13,82102559810,08087306952,https://www.commcarehq.org/photos/farmer_316.jpg,7,crop_farming,4,owned,3,rain-fed,---,groundnuts rice maize,2.2,3.2,0.6,---,---,---,10.2365437 7.2760057 0.0 20.0,yes,42a58d22-b079-4155-8eb9-b03cee3e4cd7,2026-01-17 00:03:00,2026-01-17,tester,2026-01-17 00:03:14,https://www.commcarehq.org/form/49398c99-cc44-4398-8024-112fb5f7e687,tester
317,d3f69443-e1fa-42c8-98ee-6a789028941e,community_01,Peter,Garba,female,1979-05-24,17651108815,08036110152,https://www.commcarehq.org/photos/farmer_317.jpg,12,livestock_farming,4,family_land,2,rain-fed,---,rice maize groundnuts,1.1,2.9,1.4,---,---,---,10.3933119 7.3135023 0.0 20.0,yes,1210e77f-8e22-4592-b7b1-c19af4f4a68b,2026-03-09 00:08:00,2026-03-09,tester,2026-03-09 00:08:12,https://www.commcarehq.org/form/d3f69443-e1fa-42c8-98ee-6a789028941e,tester
