number,formid,form.section_1_farmer_identification.community,form.section_1_farmer_identification.first_name,form.section_1_farmer_identification.last_name,form.section_1_farmer_identification.gender,form.section_1_farmer_identification.date_of_birth,form.section_1_farmer_identification.national_id,form.section_1_farmer_identification.phone_number,form.section_1_farmer_identification.farmer_photograph,form.section_2_household_information.household_size,form.section_2_household_information.primary_occupation,form.section_2_household_information.farming_experience_years,form.section_3_farm_information.farm_ownership,form.section_3_farm_information.number_of_farm_plots,form.section_3_farm_information.primary_or_main_irrigation_source.choice,form.section_3_farm_information.primary_or_main_irrigation_source.specify_other,form.section_4_crops_cultivated.crops_cultivated_and_areas_hectares.choice,form.section_4_crops_cultivated.crops_cultivated_and_areas_hectares.area_under_groundnuts_hectares,form.section_4_crops_cultivated.crops_cultivated_and_areas_hectares.area_under_maize_hectares,form.section_4_crops_cultivated.crops_cultivated_and_areas_hectares.area_under_rice_hectares,form.section_5_livestock.livestock_and_number_kept_integer.choice,form.section_5_livestock.livestock_and_number_kept_integer.number_of_goats,form.section_5_livestock.livestock_and_number_kept_integer.number_of_rabbits,form.section_6_farm_location.farm_gps_location,form.section_7_consent.farmer_accepts_or_decline_to_participate_in_the_programme.choice,form.case.@case_id,completed_time,started_time,username,received_on,form_link,hq_user
227,b3ddbba1-68c6-44cf-a5ca-8611dade4ce4,community_02,Yusuf,James,male,1966-11-14,75350955632,08029081789,https://www.commcarehq.org/photos/farmer_227.jpg,10,livestock_farming,26,owned,3,rain-fed,---,rice,---,---,1.9,goats,17,---,10.5030857 7.3564252 0.0 20.0,yes,99db0a02-77bf-4422-96d8-1e6b52abbb7e,2026-03-14 00:04:00,2026-03-14,tester,2026-03-14 00:04:11,https://www.commcarehq.org/form/b3ddbba1-68c6-44cf-a5ca-8611dade4ce4,tester
228,c3986cc6-7628-4b82-98f9-c64a66a71be2,community_05,Mercy,David,male,1987-06-14,,08074116212,https://www.commcarehq.org/photos/farmer_228.jpg,8,crop_farming,19,owned,1,other,Spring Water,groundnuts,0.7,---,---,rabbits,---,5,10.2469387 7.4061741 0.0 20.0,yes,3801f7f5-7d61-4128-a7f9-49078da687ad,2026-04-22 00:03:00,2026-04-22,tester,2026-04-22 00:03:17,https://www.commcarehq.org/form/c3986cc6-7628-4b82-98f9-c64a66a71be2,tester
229,3838bab1-edfa-4ef2-a229-55e509242139,community_02,Mary,Garba,male,1987-04-14,,08036767862,https://www.commcarehq.org/photos/farmer_229.jpg,9,crop_farming,16,family_land,3,rain-fed,---,maize rice groundnuts,2.5,1.6,2.2,---,---,---,10.4285692 7.2397765 0.0 20.0,yes,81f93239-a064-41f3-b28b-72b85cdcbd4c,2026-05-18 00:03:00,2026-05-18,tester,2026-05-18 00:03:17,https://www.commcarehq.org/form/3838bab1-edfa-4ef2-a229-55e509242139,tester
230,0c7707e4-b08f-49b5-a4aa-c43cc35b8d29,community_06,Amina,David,male,1977-11-05,90904917173,08058672618,https://www.commcarehq.org/photos/farmer_230.jpg,8,mixed_farming,4,owned,3,rain-fed,---,maize groundnuts rice,2.9,3.5,1.8,---,---,---,10.5780914 7.2000342 0.0 20.0,yes,ed50daa1-615a-4f71-954d-298f39725fec,2026-05-13 00:08:00,2026-05-13,tester,2026-05-13 00:08:14,https://www.commcarehq.org/form/0c7707e4-b08f-49b5-a4aa-c43cc35b8d29,tester
231,0a9af76b-fbf4-4104-b598-5c4dd6b9b228,community_05,Samuel,Peter,female,1978-01-14,37962772622,8066001821,https://www.commcarehq.org/photos/farmer_231.jpg,7,crop_farming,20,owned,3,rain-fed,---,maize,---,3.2,---,---,---,---,10.5760797 7.2572976 0.0 20.0,yes,f2a07641-85bf-49c8-a1ca-c2aa80cc7030,2026-06-11 00:07:00,2026-06-11,tester,2026-06-11 00:07:13,https://www.commcarehq.org/form/0a9af76b-fbf4-4104-b598-5c4dd6b9b228,tester
232,a881f37c-dfbf-478e-904f-1355816b008d,community_07,Yusuf,Ojo,male,1987-09-05,30708476039,08037392256,https://www.commcarehq.org/photos/farmer_232.jpg,1,crop_farming,9,owned,1,rain-fed,---,maize,---,6.2,---,rabbits,---,35,10.491331 7.3226198 0.0 20.0,yes,c345f231-ce86-4e0b-8141-bf540e1de49d,2026-05-06 00:02:00,2026-05-06,tester,2026-05-06 00:02:16,https://www.commcarehq.org/form/a881f37c-dfbf-478e-904f-1355816b008d,tester
233,207b75ec-9068-41ce-8d3a-0dc53a31ec63,community_05,Deborah,Ahmed,male,1986-04-15,64768877128,08018675845,https://www.commcarehq.org/photos/farmer_233.jpg,1,crop_farming,19,family_land,1,rain-fed,---,rice groundnuts,2.2,---,2.0,---,---,---,10.3416006 7.3874663 0.0 20.0,yes,735d27c1-e6ea-4c14-930f-42211d651be0,2026-04-20 00:06:00,2026-04-20,tester,2026-04-20 00:06:12,https://www.commcarehq.org/form/207b75ec-9068-41ce-8d3a-0dc53a31ec63,tester
234,b6c0c554-806e-406d-bdc2-30c3043171ba,community_02,Deborah,Bello,female,1991-05-25,31876989787,08050298096,https://www.commcarehq.org/photos/farmer_234.jpg,2,livestock_farming,4,owned,6,rain-fed,---,rice maize,---,2.0,3.1,---,---,---,10.5521328 7.4112446 0.0 20.0,yes,23836698-9f80-45d7-a27a-36af06e3c2cc,2026-06-05 00:05:00,2026-06-05,tester,2026-06-05 00:05:10,https://www.commcarehq.org/form/b6c0c554-806e-406d-bdc2-30c3043171ba,tester
235,d139f4bb-79f4-49ee-b7c1-1225b836d700,community_05,Naomi,Lawal,male,1995-01-03,,08059433192,https://www.commcarehq.org/photos/farmer_235.jpg,7,crop_farming,8,owned,6,rain-fed,---,maize,---,6.1,---,---,---,---,10.5573671 7.5741658 0.0 20.0,yes,1ffed767-0b5e-410b-964a-d822bec31099,2026-05-05 00:02:00,2026-05-05,tester,2026-05-05 00:02:16,https://www.commcarehq.org/form/d139f4bb-79f4-49ee-b7c1-1225b836d700,tester
236,7a1314b9-6e37-4ac7-9e9f-d3728dc97aa9,community_01,Samuel,Johnson,male,2003-04-03,22922971351,+2348041584907,https://www.commcarehq.org/photos/farmer_236.jpg,5,crop_farming,4,leased,3,rain-fed,---,rice maize,---,1.5,1.7,goats,13,---,10.4836878 7.2442663 0.0 20.0,yes,9ffcf68a-0206-4ac3-bff1-0e070986f3d0,2026-02-04 00:05:00,2026-02-04,tester,2026-02-04 00:05:18,https://www.commcarehq.org/form/7a1314b9-6e37-4ac7-9e9f-d3728dc97aa9,tester
237,10e6b5e1-5e35-42cb-b759-92d0f41ef7db,community_05,Naomi,Musa,male,1988-08-04,,08014461773,https://www.commcarehq.org/photos/farmer_237.jpg,8,crop_farming,4,leased,5,rain-fed,---,groundnuts rice maize,1.6,4.1,0.5,---,---,---,10.233046 7.3715808 0.0 20.0,yes,126d044e-85d7-4aeb-90fc-1dfd245ab012,2026-05-11 00:03:00,2026-05-11,tester,2026-05-11 00:03:12,https://www.commcarehq.org/form/10e6b5e1-5e35-42cb-b759-92d0f41ef7db,tester
238,b2ada473-6c62-44e9-afdb-41e58ff5e3fb,community_02,mary,TANKO,male,1980-04-02,81856764442,08061861142,https://www.commcarehq.org/photos/farmer_238.jpg,4,mixed_farming,3,leased,2,rain-fed,---,groundnuts rice maize,1.6,0.9,2.0,goats,5,---,10.3122224 7.3404098 0.0 20.0,yes,9a4fd3b2-8740-4792-a439-92d0a05b0ff2,2026-03-23 00:02:00,2026-03-23,tester,2026-03-23 00:02:10,https://www.commcarehq.org/form/b2ada473-6c62-44e9-afdb-41e58ff5e3fb,tester
239,5853639a-45bd-41f4-8eeb-82518129c9d9,community_01,Grace,Adeyemi,female,1989-02-17,,08011933005,https://www.commcarehq.org/photos/farmer_239.jpg,4,crop_farming,19,owned,2,rain-fed,---,maize groundnuts rice,0.8,5.0,0.9,---,---,---,10.4617421 7.2761734 0.0 20.0,yes,f79ea93b-3fad-4bb4-8184-e41f08dc7f4c,2026-01-26 00:02:00,2026-01-26,tester,2026-01-26 00:02:15,https://www.commcarehq.org/form/5853639a-45bd-41f4-8eeb-82518129c9d9,tester
240,d6d351c1-f44c-40c5-88ea-8cd8c242a586,community_02,Ruth,Lawal,male,1976-05-09,86909184154,08098479049,https://www.commcarehq.org/photos/farmer_240.jpg,7,crop_farming,9,owned,6,rain-fed,---,maize groundnuts,0.9,5.0,---,goats,14,---,10.3085977 7.2736265 0.0 20.0,yes,bf8964f2-6db5-4772-a026-922ce977d592,2026-02-25 00:06:00,2026-02-25,tester,2026-02-25 00:06:05,https://www.commcarehq.org/form/d6d351c1-f44c-40c5-88ea-8cd8c242a586,tester
241,f2793f2b-d035-4d80-bbbc-b72a59b6a967,community_06,Paul,Yakubu,male,1978-03-03,49601042989,08075102018,https://www.commcarehq.org/photos/farmer_241.jpg,4,mixed_farming,8,leased,1,rain-fed,---,rice maize,---,2.4,3.8,---,---,---,10.2534446 7.5593343 0.0 20.0,yes,dcbc03cd-b9e4-4081-ad23-1425875d06a0,2026-01-15 00:07:00,2026-01-15,tester,2026-01-15 00:07:05,https://www.commcarehq.org/form/f2793f2b-d035-4d80-bbbc-b72a59b6a967,tester
242,b7dbd04b-af37-432b-9e90-bff1f6b70248,community_06,Peter,Balogun,female,2007-10-04,,08089576926,https://www.commcarehq.org/photos/farmer_242.jpg,7,crop_farming,1,owned,3,borehole,---,maize,---,1.9,---,---,---,---,10.5608673 7.2374764 0.0 20.0,yes,61623770-25bc-49bb-9ab3-ea008c56341f,2026-02-17 00:08:00,2026-02-17,tester,2026-02-17 00:08:10,https://www.commcarehq.org/form/b7dbd04b-af37-432b-9e90-bff1f6b70248,tester
243,f67bb4e5-8692-4013-9304-db5090c9119a,community_02,Ruth,Balogun,male,1992-04-17,,08086114464,https://www.commcarehq.org/photos/farmer_243.jpg,8,mixed_farming,4,owned,4,borehole,---,groundnuts rice maize,2.4,2.1,3.8,---,---,---,10.2037585 7.5166643 0.0 20.0,yes,7c06a6cd-fc88-4c0d-b956-2ca00b5993b0,2026-03-28 00:08:00,2026-03-28,tester,2026-03-28 00:08:07,https://www.commcarehq.org/form/f67bb4e5-8692-4013-9304-db5090c9119a,tester
244,d0975325-a813-400e-acbf-c535593faaa9,community_02,Ruth,Lawal,female,1994-02-02,40728400736,08006618125,https://www.commcarehq.org/photos/farmer_244.jpg,12,crop_farming,6,family_land,1,borehole,---,rice groundnuts maize,0.9,1.2,0.9,---,---,---,10.4462787 7.2473404 0.0 20.0,yes,991cecb8-280e-4104-a061-ed4dfdc77766,2026-01-22 00:02:00,2026-01-22,tester,2026-01-22 00:02:09,https://www.commcarehq.org/form/d0975325-a813-400e-acbf-c535593faaa9,tester
245,064ccafd-1e56-4c8e-951f-18d4ca06fd14,community_01,Esther,Johnson,female,1983-08-05,,08062824329,https://www.commcarehq.org/photos/farmer_245.jpg,3,livestock_farming,25,family_land,5,borehole,---,groundnuts rice,1.9,---,3.9,goats,4,---,10.2510143 7.5070142 0.0 20.0,yes,c0803b0c-6c09-4559-93f1-1d0fc0fb98ee,2026-05-07 00:05:00,2026-05-07,tester,2026-05-07 00:05:20,https://www.commcarehq.org/form/064ccafd-1e56-4c8e-951f-18d4ca06fd14,tester
246,34ad1fd5-0bbf-4ff3-9baf-2477069fddf9,community_05,David,Eze,female,1992-12-25,85149482121,08055835456,https://www.commcarehq.org/photos/farmer_246.jpg,11,crop_farming,1,owned,2,irrigation_scheme,---,maize,---,2.7,---,---,---,---,10.2557397 7.3841554 0.0 20.0,yes,f9c6b0d1-5409-4c5b-9c47-989acdde31fb,2026-05-22 00:05:00,2026-05-22,tester,2026-05-22 00:05:12,https://www.commcarehq.org/form/34ad1fd5-0bbf-4ff3-9baf-2477069fddf9,tester
247,46fccab8-4b80-4aa9-a10f-1897743e1abe,community_02,Peter,Musa,female,1996-07-13,13148561166,08064015451,https://www.commcarehq.org/photos/farmer_247.jpg,9,crop_farming,7,owned,1,rain-fed,---,rice maize groundnuts,1.5,2.5,3.2,---,---,---,10.2623549 7.5524629 0.0 20.0,yes,55f01fa2-6f77-413d-bcf2-6c39ac3a1259,2026-02-14 00:06:00,2026-02-14,tester,2026-02-14 00:06:10,https://www.commcarehq.org/form/46fccab8-4b80-4aa9-a10f-1897743e1abe,tester
248,d592861f-d55b-4ff6-adc2-a4b3168bd2fc,community_01,Joy,Usman,female,1967-07-17,,08095741959,https://www.commcarehq.org/photos/farmer_248.jpg,4,crop_farming,26,owned,3,rain-fed,---,rice,---,---,2.1,goats,22,---,10.352188 7.2218687 0.0 20.0,yes,913896f4-fcc5-4d63-8b93-cf934cdb6480,2026-04-19 00:03:00,2026-04-19,tester,2026-04-19 00:03:13,https://www.commcarehq.org/form/d592861f-d55b-4ff6-adc2-a4b3168bd2fc,tester
249,37998437-802f-4da5-8c6d-73717667e42b,community_01,Fatima,Samuel,female,1976-03-13,25210918377,08005735602,https://www.commcarehq.org/photos/farmer_249.jpg,7,mixed_farming,3,owned,1,rain-fed,---,maize rice,---,3.5,1.6,goats,13,---,10.4810627 7.2389519 0.0 20.0,yes,2551e6c5-b34f-40e4-af0d-a0b06783df31,2026-05-09 00:02:00,2026-05-09,tester,2026-05-09 00:02:09,https://www.commcarehq.org/form/37998437-802f-4da5-8c6d-73717667e42b,tester
250,6b3f6378-1216-4731-a2d2-2e777d8ad31d,community_01,Paul,David,male,1976-02-16,73060316089,08006922617,https://www.commcarehq.org/photos/farmer_250.jpg,7,mixed_farming,22,owned,1,rain-fed,---,groundnuts maize,1.1,6.5,---,---,---,---,10.4267603 7.5977618 0.0 20.0,yes,a9a1db1d-47d0-4c45-ad8c-7767d482f5cf,2026-01-04 00:03:00,2026-01-04,tester,2026-01-04 00:03:14,https://www.commcarehq.org/form/6b3f6378-1216-4731-a2d2-2e777d8ad31d,tester
251,f10c1fee-16fc-42e2-ac4d-eabf2381a999,community_04,Paul,Abdullahi,female,1979-02-03,32744463946,08005307499,https://www.commcarehq.org/photos/farmer_251.jpg,6,crop_farming,19,owned,2,rain-fed,---,rice groundnuts maize,1.4,5.6,3.8,goats,23,---,5.4869161 9.6465638 0.0 20.0,yes,c78b2fa1-339f-4086-8535-27c795a8f798,2026-01-11 00:06:00,2026-01-11,tester,2026-01-11 00:06:06,https://www.commcarehq.org/form/f10c1fee-16fc-42e2-ac4d-eabf2381a999,tester
252,05c87bad-7e18-4f90-ae1a-4076704b9547,community_05,Peter,Ogunleye,female,2007-02-08,63988313275,08082863458,https://www.commcarehq.org/photos/farmer_252.jpg,1,livestock_farming,1,owned,5,other,Community Well,rice,---,---,3.1,goats rabbits,16,11,10.5794135 7.2582055 0.0 20.0,yes,8688fe49-e318-465b-ba9e-0d1dd0319389,2026-05-26 00:02:00,2026-05-26,tester,2026-05-26 00:02:17,https://www.commcarehq.org/form/05c87bad-7e18-4f90-ae1a-4076704b9547,tester
253,93f7d250-8eed-4d1c-af7c-b7a4d0ef3bef,community_01,Paul,Samuel,female,1960-06-20,46176167454,08021120844,https://www.commcarehq.org/photos/farmer_253.jpg,4,mixed_farming,6,leased,2,borehole,---,groundnuts,1.4,---,---,goats,17,---,10.513543 7.5862359 0.0 20.0,yes,cb350b90-200c-4ade-b746-c8bd98abbfbb,2026-06-27 00:06:00,2026-06-27,tester,2026-06-27 00:06:17,https://www.commcarehq.org/form/93f7d250-8eed-4d1c-af7c-b7a4d0ef3bef,tester
254,cd07d768-2837-4791-8dd6-fc928d0fb2f4,community_06,Mercy,Abdullahi,female,1986-08-30,56098427837,08008943762,https://www.commcarehq.org/photos/farmer_254.jpg,2,livestock_farming,21,owned,4,borehole,---,maize,---,4.7,---,---,---,---,10.2864549 7.2839052 0.0 20.0,yes,eff54770-1309-4544-ad0d-91e243008a53,2026-06-23 00:06:00,2026-06-23,tester,2026-06-23 00:06:05,https://www.commcarehq.org/form/cd07d768-2837-4791-8dd6-fc928d0fb2f4,tester
255,24ce2794-7319-4234-89f4-ce6c9e6b75fd,community_03,Daniel,Yusuf,male,1994-07-16,74420421366,08043849394,https://www.commcarehq.org/photos/farmer_255.jpg,5,mixed_farming,7,owned,3,rain-fed,---,rice groundnuts,3.0,---,3.3,goats rabbits,22,28,10.2414701 7.4999775 0.0 20.0,yes,ae4a63be-d85b-460f-a845-6659257f70df,2026-05-20 00:02:00,2026-05-20,tester,2026-05-20 00:02:19,https://www.commcarehq.org/form/24ce2794-7319-4234-89f4-ce6c9e6b75fd,tester
256,e0f7627f-0be0-4b8a-9850-ecc47c72ef18,community_04,Paul,Musa,female,1973-03-22,,08051893749,https://www.commcarehq.org/photos/farmer_256.jpg,8,crop_farming,24,family_land,3,river_stream,---,maize rice,---,4.5,0.5,rabbits,---,3,10.2613501 7.3497623 0.0 20.0,yes,8ef4a8ec-a245-435f-9f14-c41688d41d55,2026-06-03 00:04:00,2026-06-03,tester,2026-06-03 00:04:15,https://www.commcarehq.org/form/e0f7627f-0be0-4b8a-9850-ecc47c72ef18,tester
257,6af30756-2f65-4d4a-83b6-38d040ff0cdc,community_01,Blessing,Usman,male,1959-09-06,17853562047,08085169195,https://www.commcarehq.org/photos/farmer_257.jpg,6,crop_farming,8,family_land,2,rain-fed,---,rice groundnuts,2.9,---,1.2,goats rabbits,15,39,10.2612194 7.4472399 0.0 20.0,yes,6fbbff2b-9f20-42c6-86e0-6c7b601ebb03,2026-01-21 00:06:00,2026-01-21,tester,2026-01-21 00:06:17,https://www.commcarehq.org/form/6af30756-2f65-4d4a-83b6-38d040ff0cdc,tester
258,355a974e-1cce-4ed6-aadc-d9766421a581,community_01,Suleiman,Peter,female,1981-04-08,43921261900,08025277762,https://www.commcarehq.org/photos/farmer_258.jpg,4,mixed_farming,4,owned,4,rain-fed,---,groundnuts,0.7,---,---,---,---,---,10.283189 7.2402687 0.0 20.0,yes,98df9768-2bff-49c5-890f-f24275b58cb1,2026-04-16 00:02:00,2026-04-16,tester,2026-04-16 00:02:20,https://www.commcarehq.org/form/355a974e-1cce-4ed6-aadc-d9766421a581,tester
259,536a53bd-368c-4206-8915-23145fad5091,community_07,Fatima,Daniel,female,1990-08-20,,08081015609,https://www.commcarehq.org/photos/farmer_259.jpg,5,mixed_farming,6,owned,2,rain-fed,---,rice,---,---,0.6,rabbits,---,25,10.2459154 7.2867831 0.0 20.0,yes,b1e27ec4-c23f-44a6-ae65-5cb652c9aac2,2026-02-26 00:02:00,2026-02-26,tester,2026-02-26 00:02:09,https://www.commcarehq.org/form/536a53bd-368c-4206-8915-23145fad5091,tester
260,76d9596b-98c3-417a-83f5-80786d168a5f,community_02,Ruth,Daniel,female,1987-08-12,67964026963,08053116823,https://www.commcarehq.org/photos/farmer_260.jpg,7,crop_farming,7,leased,2,rain-fed,---,rice maize groundnuts,2.1,4.1,2.0,---,---,---,10.4530794 7.2257065 0.0 20.0,yes,58e75349-602e-4945-b675-c556ae60ab6e,2026-01-09 00:06:00,2026-01-09,tester,2026-01-09 00:06:13,https://www.commcarehq.org/form/76d9596b-98c3-417a-83f5-80786d168a5f,tester
261,95bd31ae-9128-4626-ac31-9c29b439ee72,community_04,Musa,Eze,female,1978-01-14,31967254280,08084122313,https://www.commcarehq.org/photos/farmer_261.jpg,11,crop_farming,19,family_land,1,rain-fed,---,groundnuts rice maize,1.9,4.8,3.8,---,---,---,8.3040704 11.5172744 0.0 20.0,yes,2456b68c-8c3f-4a3c-ab61-45cc0c8c77bd,2026-04-22 00:04:00,2026-04-22,tester,2026-04-22 00:04:15,https://www.commcarehq.org/form/95bd31ae-9128-4626-ac31-9c29b439ee72,tester
262,c0dcd839-3149-4bf7-93c9-d03629f0f4c4,community_02,Grace,Abdullahi,male,2003-12-04,33419533723,08065200750,https://www.commcarehq.org/photos/farmer_262.jpg,6,crop_farming,5,leased,1,rain-fed,---,groundnuts maize,2.3,2.1,---,---,---,---,10.4225801 7.3252699 0.0 20.0,yes,0d4c4cc0-5db0-4fc0-a9b5-58605b63ed5d,2026-04-11 00:04:00,2026-04-11,tester,2026-04-11 00:04:19,https://www.commcarehq.org/form/c0dcd839-3149-4bf7-93c9-d03629f0f4c4,tester
263,a4750c03-0914-4ad5-b900-faf58229cffd,community_04,Binta,Philip,male,1987-05-20,27224519780,08013641193,https://www.commcarehq.org/photos/farmer_263.jpg,7,livestock_farming,9,leased,5,rain-fed,---,rice maize,---,2.1,1.1,goats rabbits,16,22,10.544758 7.5012139 0.0 20.0,yes,60601f60-d83b-463f-b024-f3aff434965c,2026-04-16 00:07:00,2026-04-16,tester,2026-04-16 00:07:19,https://www.commcarehq.org/form/a4750c03-0914-4ad5-b900-faf58229cffd,tester
264,01c22e2b-f34d-4c95-a389-7ec50ede694d,community_05,Esther,Yakubu,male,1979-02-20,77563548926,08022205867,https://www.commcarehq.org/photos/farmer_264.jpg,12,crop_farming,1,family_land,2,rain-fed,---,maize,---,1.8,---,---,---,---,10.5433835 7.5041952 0.0 20.0,yes,d100f010-9b0a-4483-8270-909f011d472f,2026-04-27 00:07:00,2026-04-27,tester,2026-04-27 00:07:09,https://www.commcarehq.org/form/01c22e2b-f34d-4c95-a389-7ec50ede694d,tester
265,937a6bb6-0fe9-4562-9030-fb13b633b1b5,community_06,Mary,Philip,male,1953-11-30,,08057121386,https://www.commcarehq.org/photos/farmer_265.jpg,4,crop_farming,2,leased,1,rain-fed,---,maize rice groundnuts,0.8,3.8,1.7,goats,14,---,10.4031707 7.2212628 0.0 20.0,yes,947f4cbc-9fc5-4704-8cfc-18916e8f833c,2026-01-26 00:02:00,2026-01-26,tester,2026-01-26 00:02:17,https://www.commcarehq.org/form/937a6bb6-0fe9-4562-9030-fb13b633b1b5,tester
266,af04f63e-4b89-4d3e-9b1f-b1e329129536,community_05,David,Daniel,male,1987-02-20,80839542298,08046692002,https://www.commcarehq.org/photos/farmer_266.jpg,3,livestock_farming,13,owned,1,river_stream,---,maize rice groundnuts,0.9,1.7,2.7,---,---,---,10.2012427 7.2740315 0.0 20.0,yes,5b9957ed-1d30-4658-859e-89e2374b17a7,2026-06-09 00:05:00,2026-06-09,tester,2026-06-09 00:05:14,https://www.commcarehq.org/form/af04f63e-4b89-4d3e-9b1f-b1e329129536,tester
267,b07b03c1-a4f8-4759-9ed6-9bf37e94687a,community_06,Yusuf,Garba,male,1984-04-07,29135008396,08096409817,https://www.commcarehq.org/photos/farmer_267.jpg,3,mixed_farming,16,leased,4,rain-fed,---,groundnuts rice,2.4,---,3.2,goats,25,---,10.3962647 7.3403124 0.0 20.0,yes,0f1c5c2c-3cdd-4d7d-9a76-689eab7b6a33,2026-06-19 00:05:00,2026-06-19,tester,2026-06-19 00:05:13,https://www.commcarehq.org/form/b07b03c1-a4f8-4759-9ed6-9bf37e94687a,tester
268,c637de6f-c41c-4f05-b1d0-f3e5dc5e2658,community_03,Amina,Haruna,male,1967-08-11,,08095167098,https://www.commcarehq.org/photos/farmer_268.jpg,8,crop_farming,37,family_land,2,borehole,---,maize,---,4.3,---,---,---,---,10.4715206 7.5596886 0.0 20.0,yes,591e90a4-3297-460c-bd00-ca5cde481dbb,2026-05-15 00:03:00,2026-05-15,tester,2026-05-15 00:03:13,https://www.commcarehq.org/form/c637de6f-c41c-4f05-b1d0-f3e5dc5e2658,tester
269,dbc08106-e033-4ed5-8cb2-c831a2743bf1,community_07,Daniel,Michael,male,1982-02-04,81208482577,08078175731,https://www.commcarehq.org/photos/farmer_269.jpg,3,crop_farming,5,owned,2,borehole,---,maize rice,---,0.9,1.5,---,---,---,10.5301882 7.2493743 0.0 20.0,yes,78d6ce31-9da1-4d32-9e6d-ad390ebfb68f,2026-01-02 00:05:00,2026-01-02,tester,2026-01-02 00:05:16,https://www.commcarehq.org/form/dbc08106-e033-4ed5-8cb2-c831a2743bf1,tester
270,57d0cec3-1e13-4890-a531-7971561c5b91,community_05,Amina,Musa,male,1991-10-26,,08071029150,https://www.commcarehq.org/photos/farmer_270.jpg,2,mixed_farming,13,owned,1,irrigation_scheme,---,maize groundnuts rice,2.2,2.4,2.5,rabbits,---,10,10.3665249 7.2798093 0.0 20.0,yes,2abb9f97-271c-48fd-991b-0acf14e5c8d4,2026-03-18 00:06:00,2026-03-18,tester,2026-03-18 00:06:19,https://www.commcarehq.org/form/57d0cec3-1e13-4890-a531-7971561c5b91,tester
271,5284d51d-e932-46c0-901c-8a14d33a9ec3,community_04,Joseph,Abdullahi,female,1993-10-13,80064920161,08097444405,https://www.commcarehq.org/photos/farmer_271.jpg,1,crop_farming,4,owned,6,irrigation_scheme,---,groundnuts maize,0.8,4.5,---,---,---,---,10.4072033 7.5356792 0.0 20.0,yes,8e78a114-7025-404c-ad28-8f8d4d933a48,2026-03-11 00:08:00,2026-03-11,tester,2026-03-11 00:08:08,https://www.commcarehq.org/form/5284d51d-e932-46c0-901c-8a14d33a9ec3,tester
272,e70222d7-c406-4d5b-9af1-795382a3007c,community_02,Mary,Haruna,male,1981-06-11,17374250039,08075591861,https://www.commcarehq.org/photos/farmer_272.jpg,8,crop_farming,16,family_land,4,rain-fed,---,rice,---,---,0.8,goats rabbits,17,34,10.3775263 7.2222613 0.0 20.0,yes,35eb71cd-7867-4020-859d-9f7b03095e85,2026-04-14 00:05:00,2026-04-14,tester,2026-04-14 00:05:10,https://www.commcarehq.org/form/e70222d7-c406-4d5b-9af1-795382a3007c,tester
273,302599f9-6163-4073-a136-13c6037eeaa9,community_06,Joy,Tanko,male,1968-08-13,29036814176,08061861754,https://www.commcarehq.org/photos/farmer_273.jpg,5,mixed_farming,24,family_land,2,borehole,---,maize rice,---,1.4,1.5,goats rabbits,14,21,10.2136334 7.4601689 0.0 20.0,yes,3aede9b3-0132-494a-b4f0-5f72a093d818,2026-04-24 00:02:00,2026-04-24,tester,2026-04-24 00:02:16,https://www.commcarehq.org/form/302599f9-6163-4073-a136-13c6037eeaa9,tester
274,14676863-b169-4044-bb12-06d2cd16e436,community_07,Samuel,Michael,female,1994-01-07,82417538760,08029551165,https://www.commcarehq.org/photos/farmer_274.jpg,6,crop_farming,13,family_land,6,rain-fed,---,rice groundnuts,1.9,---,3.7,---,---,---,10.2517688 7.3296306 0.0 20.0,yes,eb1bf15c-14fa-4811-bcf1-92bdaea98262,2026-03-31 00:06:00,2026-03-31,tester,2026-03-31 00:06:17,https://www.commcarehq.org/form/14676863-b169-4044-bb12-06d2cd16e436,tester
275,3b17606c-16d2-4f5a-ad32-5e8a58c6558c,community_01,Amina,Tanko,female,1994-10-27,,08047987281,https://www.commcarehq.org/photos/farmer_275.jpg,6,crop_farming,10,owned,1,rain-fed,---,rice groundnuts,2.8,---,1.6,---,---,---,10.5955483 7.4295119 0.0 20.0,yes,1ef81e6b-9a2a-4868-a87b-7fe2a61dca3c,2026-03-06 00:05:00,2026-03-06,tester,2026-03-06 00:05:19,https://www.commcarehq.org/form/3b17606c-16d2-4f5a-ad32-5e8a58c6558c,tester
276,ab1a5513-47f1-4e6f-a626-d0f273b28a2b,community_05,Peter,Daniel,female,1988-04-03,96003469046,08090010758,https://www.commcarehq.org/photos/farmer_276.jpg,5,livestock_farming,17,owned,1,rain-fed,---,maize groundnuts,2.5,3.1,---,---,---,---,10.427661 7.250877 0.0 20.0,yes,b17b60a8-1b5c-491a-938c-f639b9186dae,2026-01-26 00:02:00,2026-01-26,tester,2026-01-26 00:02:20,https://www.commcarehq.org/form/ab1a5513-47f1-4e6f-a626-d0f273b28a2b,tester
